site,myear,date,p4file,dow,j.wk,te.re.wk,time,temp,gage,mode,trapmode,startstop,revolutions,rpm,threerottime,but.new,but.re,coh.new,coh.re,coh.mort,hch.new,hch.pit,hch.pre,hch.re,hch.mort,chs.new,chs.pit,chs.clip,chs.nm,chs.pre,chs.re.true,chs.re.mort,chs.gen,chs.mort.c,chs.mort.m,chs.te.pit,chs.te.clip,chs.te.all,chs.re.pit,chs.re.clip,chs.re.all,sts.new,sts.pit,sts.clip,sts.nm,sts.scales,sts.re.true,sts.re.mort,sts.mort.c,sts.mort.m,sts.te.pit,sts.te.clip,sts.te.all,sts.re.pit,sts.re.clip,sts.re.all,comments
LOS,2018,2017-09-18,OGR-2017-261-LT1,Monday,38,38,10:00,11,38,CON,CON,,4395,,01'09.49,0,0,0,0,0,0,0,0,0,0,32,20,0,12,0,0,0,0,0,0,20,0,20,12,0,12,9,1,7,1,2,0,0,0,0,1,7,8,0,0,0,
LOS,2018,2017-09-19,OGR-2017-262-LT1,Tuesday,38,38,12:40,11,46,CON,CON,,3977,,01'34.22,0,0,0,0,0,0,0,0,0,0,71,20,0,50,2,1,0,0,0,0,20,0,20,4,0,4,12,2,9,1,5,0,0,0,0,2,9,11,0,2,2,
LOS,2018,2017-09-20,OGR-2017-263-LT1,Wednesday,38,38,09:45,9,51,CON,CON,,3613,,01'05.26,0,0,0,0,0,0,0,0,0,0,159,40,0,118,1,1,0,8,0,0,20,0,20,8,0,8,40,1,32,7,5,0,0,0,0,1,32,33,0,2,2,
LOS,2018,2017-09-21,OGR-2017-264-LT1,Thursday,38,38,09:25,8,46,CON,CON,,3362,,01'17.25,0,0,0,0,0,0,0,0,0,0,191,60,0,130,0,1,0,12,1,0,20,0,20,2,0,2,90,11,20,59,16,0,0,0,0,11,20,31,0,5,5,
LOS,2018,2017-09-22,OGR-2017-265-LT1,Friday,38,38,13:45,9,43,CON,CON,,3634,,01'20.73,0,0,0,0,0,0,0,0,0,0,60,0,0,60,1,0,0,0,1,0,0,0,0,5,0,5,9,1,8,0,1,0,0,0,0,1,8,9,0,1,1,
LOS,2018,2017-09-23,OGR-2017-266-LT1,Saturday,38,38,10:30,8,38,CON,CON,,2641,,00'50.60,0,0,0,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,22,3,1,18,4,0,0,0,0,0,0,0,0,1,1,Trap moved ~2 ft towards near bank.
LOS,2018,2017-09-24,OGR-2017-267-LT1,Sunday,39,38,12:50,8.5,38,CON,CON,,5539,,00'53.49,0,0,0,0,0,0,0,0,0,0,22,21,0,1,0,0,0,5,0,0,21,0,21,0,0,0,2,1,1,0,1,0,0,0,0,1,1,2,0,1,1,
LOS,2018,2017-09-25,OGR-2017-268-LT1,Monday,39,39,12:00,10.5,37,CON,CON,,4788,,00'55.55,0,0,0,0,0,0,0,0,0,0,191,15,0,175,1,1,0,3,1,0,15,0,15,1,0,1,55,27,28,0,18,0,0,0,0,27,28,55,0,0,0,
LOS,2018,2017-09-26,OGR-2017-269-LT1,Tuesday,39,39,13:00,12.5,39,CON,CON,,5198,,00'58.04,0,0,0,0,0,0,0,0,0,0,69,20,0,49,0,0,0,4,0,0,20,0,20,3,0,3,8,4,4,0,0,0,0,0,0,4,4,8,1,2,3,
LOS,2018,2017-09-27,OGR-2017-270-LT1,Wednesday,39,39,12:15,11,41,CON,CON,,4627,,00'46.25,0,0,0,0,0,0,0,0,0,0,101,15,0,85,0,1,0,2,0,0,15,0,15,3,0,3,10,4,6,0,3,0,0,0,0,4,6,10,0,0,0,
LOS,2018,2017-09-28,OGR-2017-271-LT1,Thursday,39,39,10:45,10,42,CON,CON,,4981,,00'53.42,0,0,0,0,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,0,0,0,0,1,0,1,4,3,0,1,1,0,0,0,0,3,0,3,0,0,0,
LOS,2018,2017-09-29,OGR-2017-272-LT1,Friday,39,39,11:43,11,40,CON,CON,,4905,,00'56.34,0,0,0,0,0,0,0,0,0,0,12,0,0,11,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
LOS,2018,2017-09-30,No File,Saturday,39,39,08:40,10.5,44,CON,CON,,3830,,01'01.04,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
LOS,2018,2017-10-01,OGR-2017-274-LT1,Sunday,40,39,11:40,9.5,44,CON,CON,,4752,,00'59.43,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,1,0,0,6,0,6,0,0,0,2,1,1,0,2,0,0,0,0,1,1,2,0,0,0,
LOS,2018,2017-10-02,OGR-2017-275-LT1,Monday,40,40,12:00,9,43,CON,CON,,4310,,00'59.77,0,0,0,0,0,0,0,0,0,0,21,19,0,2,0,0,0,4,0,0,19,0,19,0,0,0,9,3,6,0,9,0,0,0,0,3,6,9,0,1,1,
LOS,2018,2017-10-03,OGR-2017-276-LT1,Tuesday,40,40,12:05,9.5,40,CON,CON,,4408,,00'58.21,0,0,0,0,0,0,0,0,0,0,69,20,0,49,0,0,0,4,0,0,20,0,20,3,0,3,2,0,2,0,1,0,0,0,0,0,2,2,0,1,1,
LOS,2018,2017-10-04,OGR-2017-277-LT1,Wednesday,40,40,11:31,8,40,CON,CON,,4277,,'.,0,0,0,0,0,0,0,0,0,0,26,20,0,6,0,0,0,4,0,0,20,0,20,3,0,3,3,1,2,0,2,0,0,0,0,1,2,3,0,0,0,
LOS,2018,2017-10-05,OGR-2017-278-LT1,Thursday,40,40,11:10,9,39,CON,CON,,4351,,00'58.76,0,0,0,0,0,0,0,0,0,0,32,20,0,12,0,0,0,4,0,0,20,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
LOS,2018,2017-10-06,OGR-2017-279-LT1,Friday,40,40,10:40,8,38,CON,CON,,5225,,00'52.50,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,2,0,0,9,0,9,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,
LOS,2018,2017-10-07,OGR-2017-280-LT1,Saturday,40,40,11:30,9,38,CON,CON,,,,00'48.62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,Added rocks to rear of pontoons to increase debris drum efficiency.
LOS,2018,2017-10-08,OGR-2017-281-LT1,Sunday,41,40,09:30,8,42,CON,CON,,4500,,00'40.78,0,0,0,0,0,0,0,0,0,0,44,43,0,0,0,1,0,9,0,0,20,0,20,0,0,0,9,5,3,1,2,0,0,0,0,5,3,8,0,0,0,
LOS,2018,2017-10-09,OGR-2017-282-LT1,Monday,41,41,09:30,6,39,CON,CON,,5380,,00'46.30,0,0,0,0,0,0,0,0,0,0,85,40,0,45,0,0,0,7,0,0,20,0,20,1,0,1,12,4,7,1,4,0,0,0,0,4,7,11,0,0,0,
LOS,2018,2017-10-10,OGR-2017-283-LT1,Tuesday,41,41,10:35,6.5,39,CON,CON,,5310,,00'51.15,0,0,0,0,0,0,0,0,0,0,174,40,0,133,0,1,0,6,0,0,20,0,20,2,0,2,12,4,8,0,5,0,0,0,0,4,8,12,1,0,1,
LOS,2018,2017-10-11,OGR-2017-284-LT1,Wednesday,41,41,12:00,7.5,38,CON,CON,,5177,,00'54.04,0,0,0,0,0,0,0,0,0,0,147,40,0,107,0,0,0,8,0,0,20,0,20,4,0,4,18,12,6,0,12,0,0,0,0,12,6,18,0,1,1,
LOS,2018,2017-10-12,OGR-2017-285-LT1,Thursday,41,41,10:00,6.5,38,CON,CON,,4432,,00'42.34,0,0,0,0,0,0,0,0,0,0,123,40,0,82,0,1,0,8,0,0,20,0,20,1,0,1,15,6,9,0,7,0,0,0,0,6,9,15,0,0,0,
LOS,2018,2017-10-13,OGR-2017-286-LT1,Friday,41,41,10:00,6,38,CON,CON,,5366,,00'51.16,0,0,0,0,0,0,0,0,0,0,91,40,0,51,0,0,0,6,0,0,20,0,20,3,0,3,14,8,5,1,7,0,0,0,0,8,5,13,0,0,0,
LOS,2018,2017-10-14,OGR-2017-287-LT1,Saturday,41,41,09:50,4.5,38,CON,CON,,4900,,00'40.91,0,0,0,0,0,0,0,0,0,0,194,20,0,174,0,0,0,2,0,0,0,0,0,0,0,0,16,6,8,2,4,0,0,0,0,6,8,14,0,0,0,
LOS,2018,2017-10-15,OGR-2017-288-LT1,Sunday,42,41,11:10,5,38,CON,CON,,5615,,00'50.73,1,0,0,0,0,0,0,0,0,0,321,15,0,303,0,3,0,2,0,0,15,0,15,0,0,0,23,16,6,1,7,0,0,0,0,16,6,22,0,2,2,
LOS,2018,2017-10-16,OGR-2017-289-LT1,Monday,42,42,10:45,5.5,38,CON,CON,,4940,,00'51.79,0,0,0,0,0,0,0,0,0,0,128,20,0,107,0,1,0,2,0,0,20,0,20,2,0,2,22,12,10,0,6,0,0,0,0,12,10,22,2,1,3,
LOS,2018,2017-10-17,OGR-2017-290-LT1,Tuesday,42,42,10:30,5.5,39,CON,CON,,4836,,00'54.92,0,0,0,0,0,0,0,0,0,0,65,20,0,45,0,0,0,2,0,0,20,0,20,4,0,4,12,6,6,0,0,0,0,0,0,6,6,12,0,3,3,
LOS,2018,2017-10-18,OGR-2017-291-LT1,Wednesday,42,42,09:06,7,41,CON,CON,,4481,,00'54.23,0,0,0,0,0,0,0,0,0,0,48,20,0,28,0,0,0,2,0,0,20,0,20,2,0,2,13,6,7,0,4,0,0,0,0,6,7,13,0,1,1,
LOS,2018,2017-10-19,OGR-2017-292-LT1,Thursday,42,42,09:20,6.5,42,CON,CON,,4738,,00'43.00,0,0,0,0,0,0,0,0,0,0,27,15,0,12,0,0,0,2,0,0,15,0,15,2,0,2,6,0,6,0,0,0,0,0,0,0,6,6,0,0,0,
LOS,2018,2017-10-20,OGR-2017-293-LT1,Friday,42,42,09:30,7,51,CON/STP,CON,STP,5010,,'.,0,0,0,0,0,0,0,0,0,0,90,0,0,90,0,0,0,0,10,0,0,0,0,1,0,1,14,7,0,7,3,0,0,1,0,0,0,0,0,1,1,One half of the cone blocked with branches and filled with leaves; resulting in morts. Cone raised @ 9:30 due to rain; wind and weather forecast.
LOS,2018,2017-10-23,,Monday,43,43,14:30,,83,STR,NR,STR,,,'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2018,2017-10-24,OGR-2017-297-LT1,Tuesday,43,43,09:00,5,72,CON,CON,,5100,,00'37.77,0,0,0,0,0,0,0,0,0,0,299,20,0,279,0,0,0,2,0,0,20,0,20,0,0,0,81,24,22,35,21,0,0,1,0,20,22,42,0,0,0,
LOS,2018,2017-10-25,OGR-2017-298-LT1,Wednesday,43,43,08:30,4.5,71,CON,CON,,5091,,00'47.66,0,0,0,0,0,0,0,0,0,0,214,20,0,194,0,0,0,2,0,0,20,0,20,2,0,2,18,3,14,1,2,0,0,0,0,3,14,17,1,3,4,Debris drum stopped due to branches; trap full of leaves as result. Cleared trap; debris drum working again. 
LOS,2018,2017-10-26,OGR-2017-299-LT1,Thursday,43,43,09:15,7.5,90,CON,CON,,5995,,00'46.35,0,0,0,0,0,0,0,0,0,0,260,15,0,244,0,1,0,2,0,0,15,0,15,0,0,0,18,6,12,0,0,0,0,0,0,6,12,18,0,1,1,
LOS,2018,2017-10-27,OGR-2017-300-LT1,Friday,43,43,09:15,5,81,CON,CON,,5763,,00'44.63,0,0,0,0,0,0,0,0,0,0,175,15,0,159,0,1,0,2,0,0,15,0,15,2,0,2,12,3,9,0,2,0,0,0,0,3,9,12,0,0,0,
LOS,2018,2017-10-28,OGR-2017-301-LT1,Saturday,43,43,09:20,5,78,CON,CON,,5896,,00'45.76,0,0,0,0,0,0,0,0,0,0,106,10,0,96,0,0,0,2,2,0,10,0,10,0,0,0,8,2,6,0,0,0,0,0,0,2,6,8,0,1,1,Mink got in to trap.
LOS,2018,2017-10-29,OGR-2017-302-LT1,Sunday,44,43,09:00,5,83,CON,CON,,5140,,00'48.37,0,0,0,0,0,0,0,0,0,0,48,20,0,28,0,0,0,2,0,0,20,0,20,1,0,1,6,0,6,0,0,0,0,0,0,0,6,6,0,0,0,Mink was at screw trap again. Live trap was set on screw trap.
LOS,2018,2017-10-30,OGR-2017-303-LT1,Monday,44,44,09:50,6,79,CON,CON,,5960,,00'44.57,0,0,0,0,0,0,0,0,0,0,42,20,0,22,0,0,0,2,0,0,20,0,20,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,1,1,
LOS,2018,2017-10-31,OGR-2017-304-LT1,Tuesday,44,44,09:30,2.5,70,CON,CON,,5728,,00'43.77,0,0,0,0,0,0,0,0,0,0,10,9,0,1,0,0,0,2,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LOS,2018,2017-11-01,OGR-2017-305-LT1,Wednesday,44,44,09:05,6,69,CON,CON,,5445,,00'37.08,0,0,0,0,0,0,0,0,0,0,31,17,0,14,0,0,0,3,14,0,17,0,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strong wind blew all leaves off of trees; trap was 100% full. Morts.  Raised cone up on two blocks.  
LOS,2018,2017-11-02,OGR-2017-306-LT1,Thursday,44,44,09:15,5,66,CON,CON,,6960,,00'37.33,0,0,0,0,0,0,0,0,0,0,29,29,0,0,0,0,0,2,0,0,29,0,29,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,
LOS,2018,2017-11-03,OGR-2017-307-LT1,Friday,44,44,09:45,4.5,65,CON,CON,,6900,,00'39.41,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,2,0,0,21,0,21,1,0,1,3,0,2,1,2,0,0,0,0,0,2,2,0,0,0,
LOS,2018,2017-11-04,No File,Saturday,44,44,09:40,3,57,CON,CON,,6850,,00'36.48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Leaf diverter removed.
LOS,2018,2017-11-05,OGR-2017-309-LT1,Sunday,45,44,09:00,3,54,CON,CON,,7307,,00'35.88,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,2,0,0,5,0,5,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,
LOS,2018,2017-11-06,OGR-2017-310-LT1,Monday,45,45,09:10,3,57,CON,CON,,7283,,00'36.00,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,3,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,
LOS,2018,2017-11-07,OGR-2017-311-LT1,Tuesday,45,45,09:20,1,36,CON,CON,,7372,,00'35.23,0,0,0,0,0,0,0,0,0,0,105,60,0,43,0,2,0,4,12,0,20,0,20,1,0,1,3,2,1,0,3,0,0,0,0,2,1,3,0,0,0,Mink at screw trap again. Live trap re-baited.
LOS,2018,2017-11-08,OGR-2017-312-LT1,Wednesday,45,45,09:35,2.5,56,CON,CON,,7369,,00'35.48,0,0,0,0,0,0,0,0,0,0,190,60,0,129,0,1,1,4,15,0,20,0,20,7,0,7,8,3,4,1,6,0,0,1,0,3,4,7,0,0,0,Mink at screw trap again. Live trap re-baited with even more fish. Will install board tomorrow.
LOS,2018,2017-11-09,OGR-2017-313-LT1,Thursday,45,45,10:40,4.5,56,CON/STP,CON,STP,7693,,'.,1,0,0,0,0,0,0,0,0,0,208,62,0,145,0,1,0,6,0,0,0,0,0,6,0,6,3,1,0,2,1,0,0,0,0,0,0,0,1,0,1,Trap stopped for holiday.
LOS,2018,2017-11-11,,Saturday,45,45,10:00,,52,STR,NR,STR,,,'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2018,2017-11-12,No File,Sunday,46,45,09:30,4,50,CON,CON,,7300,,00'35.49,0,0,0,0,0,0,0,0,0,0,68,0,20,48,0,0,0,0,0,0,0,20,20,0,0,0,3,0,3,0,3,0,0,0,0,0,3,3,0,0,0,
LOS,2018,2017-11-13,OGR-2017-317-LT1,Monday,46,46,09:20,4,49,CON,CON,,7385,,00'34.34,0,0,0,0,0,0,0,0,0,0,44,0,20,23,0,1,0,0,0,0,0,20,20,0,3,3,3,1,2,0,3,0,0,0,0,1,2,3,0,0,0,Caught and relocated mink.
LOS,2018,2017-11-14,OGR-2017-318-LT1,Tuesday,46,46,09:25,4,49,CON,CON,,7463,,00'34.82,0,0,0,0,0,0,0,0,0,0,47,0,20,27,0,0,0,0,0,0,0,20,20,0,4,4,3,2,1,0,3,0,0,0,0,2,1,3,0,0,0,
LOS,2018,2017-11-15,OGR-2017-319-LT1,Wednesday,46,46,09:50,2,48,CON,CON,,7641,,00'34.93,0,0,0,0,0,0,0,0,0,0,36,0,20,16,0,0,0,0,0,0,0,20,20,0,4,4,2,1,1,0,2,0,0,0,0,1,1,2,1,0,1,
LOS,2018,2017-11-16,OGR-2017-320-LT1,Thursday,46,46,09:00,4.5,52,CON,CON,,7157,,00'35.05,0,0,0,0,0,0,0,0,0,0,48,0,20,28,0,0,0,0,0,0,0,20,20,0,6,6,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,
LOS,2018,2017-11-17,OGR-2017-321-LT1,Friday,46,46,09:00,3,50,CON/STP,CON,STP,7546,,'.,0,0,0,0,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,7,7,4,3,0,1,4,0,0,0,0,0,0,0,0,0,0,
LOS,2018,2017-11-20,,Monday,47,47,11:00,,53,STR,NR,STR,,,'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2018,2017-11-21,OGR-2017-325-LT1,Tuesday,47,47,09:55,,56,CON,CON,,7014,,00'34.91,0,0,0,0,0,0,0,0,0,0,45,0,20,25,0,0,0,0,0,0,0,20,20,0,0,0,3,2,1,0,3,0,0,0,0,2,1,3,0,0,0,
LOS,2018,2017-11-22,,Wednesday,47,47,08:30,,584,INT/STP,INT,STP,5620,,'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cone clogged with debris after rain event. Trap stopped for Thanksgiving holiday and winter tagging.
LOS,2018,2017-12-04,,Monday,49,49,11:00,,115,STR,NR,STR,,,'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2018,2017-12-05,OGR-2017-339-LT1,Tuesday,49,49,10:15,0.5,90,CON,CON,,7520,,00'33.34,0,0,0,0,0,0,0,0,0,0,69,0,20,46,0,3,0,0,0,0,0,20,20,0,0,0,7,0,7,0,1,0,0,0,0,0,7,7,0,0,0,
LOS,2018,2017-12-06,OGR-2017-340-LT1,Wednesday,49,49,11:30,0.5,87,CON,CON,,7656,,00'34.65,0,0,0,0,0,0,0,0,0,0,62,0,20,38,0,4,0,0,0,0,0,20,20,0,8,8,9,1,8,0,4,0,0,0,0,1,8,9,0,1,1,
LOS,2018,2017-12-07,OGR-2017-341-LT1,Thursday,49,49,12:00,0.5,90,CON,CON,,5997,,00'35.09,0,0,0,0,0,0,0,0,0,0,55,0,20,34,0,1,0,0,0,0,0,20,20,0,2,2,7,1,6,0,3,0,0,0,0,1,6,7,1,0,1,
LOS,2018,2017-12-08,OGR-2017-342-LT1,Friday,49,49,11:35,0,,INT/STP,INT,STP,5043,,'.,1,0,0,0,0,0,0,0,0,0,79,0,0,75,0,4,0,0,0,0,0,0,0,0,3,3,11,1,0,10,1,0,0,0,0,0,0,0,0,0,0,
LOS,2018,2017-12-11,,Monday,50,50,10:00,,74,STR,NR,STR,,,'.,,,,,,,,,,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Fish present in livebox when we went to restart trap with one wsts mort.
LOS,2018,2017-12-12,OGR-2017-346-LT1,Tuesday,50,50,10:45,0,67,CON,CON,,6568,,00'45.66,0,0,0,0,0,0,0,0,0,0,32,0,20,12,0,0,0,0,0,0,0,20,20,0,0,0,5,2,3,0,2,0,0,0,0,2,3,5,0,0,0,
LOS,2018,2017-12-13,OGR-2017-347-LT1,Wednesday,50,50,11:15,0.5,79,CON,CON,,5448,,00'49.45,0,0,0,0,0,0,0,0,0,0,39,0,20,18,0,1,0,0,1,0,0,20,20,0,5,5,6,0,6,0,1,0,0,0,0,0,6,6,0,0,0,
LOS,2018,2017-12-14,OGR-2017-348-LT1,Thursday,50,50,11:50,1,69,CON,CON,,5985,,00'47.66,0,0,0,0,0,0,0,0,0,0,82,0,20,59,0,3,0,0,0,0,0,20,20,0,4,4,9,4,3,2,3,0,0,0,0,4,3,7,0,0,0,
LOS,2018,2017-12-15,OGR-2017-349-LT1,Friday,50,50,11:30,1,69,CON/STP,CON,STP,4985,,'.,0,0,0,0,0,0,0,0,0,0,21,0,0,20,0,1,0,0,19,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Morts due to mink at trap.
LOS,2018,2017-12-18,,Monday,51,51,11:00,,70,STR,NR,STR,,,'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2018,2017-12-19,OGR-2017-353-LT1,Tuesday,51,51,13:15,3,72,CON,CON,,7160,,00'39.36,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,1,0,0,0,0,0,10,10,0,0,0,4,1,3,0,1,0,0,0,0,1,3,4,0,0,0,
LOS,2018,2017-12-20,OGR-2017-354-LT1,Wednesday,51,51,11:00,2,65,CON,CON,,5814,,'.,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,8,8,0,3,3,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,
LOS,2018,2017-12-21,No File,Thursday,51,51,12:10,0,49,CON,CON,,6012,,00'37.16,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LOS,2018,2017-12-22,No File,Friday,51,51,12:00,1,66,CON/STP,CON,STP,6700,,'.,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LOS,2018,2018-01-02,,Tuesday,1,1,11:00,,55,STR,NR,STR,,,'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2018,2018-01-03,OGR-2018-003-LT1,Wednesday,1,1,10:35,1,67,CON,CON,,6363,,00'40.23,0,0,0,0,0,0,0,0,0,0,24,0,21,1,0,2,0,0,0,0,0,21,21,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,
LOS,2018,2018-01-04,No File,Thursday,1,1,11:35,1.5,60,CON,CON,,6548,,00'40.80,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LOS,2018,2018-01-05,No File,Friday,1,1,11:30,3.5,63,CON/STP,CON,STP,6194,,'.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LOS,2018,2018-01-08,,Monday,2,1,11:00,,61,STR,NR,STR,,,'.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
