site,myear,date,p4file,dow,j.wk,te.re.wk,time,temp,gage,mode,trapmode,startstop,revolutions,rpm,threerottime,but.new,but.re,coh.new,coh.re,coh.mort,hch.new,hch.pit,hch.pre,hch.re,hch.mort,chs.new,chs.pit,chs.clip,chs.nm,chs.pre,chs.re.true,chs.re.mort,chs.gen,chs.mort.c,chs.mort.m,chs.te.pit,chs.te.clip,chs.te.all,chs.re.pit,chs.re.clip,chs.re.all,sts.new,sts.pit,sts.clip,sts.nm,sts.scales,sts.re.true,sts.re.mort,sts.mort.c,sts.mort.m,sts.te.pit,sts.te.clip,sts.te.all,sts.re.pit,sts.re.clip,sts.re.all,comments
LOS,2019,2019-05-13,OGR-2019-133-LT1,Monday,19,19,10:00,5.5,611,INT/STP,INT,STP,7427,,,0,0,90,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Trap partially sunk due to heavy debris with fish able to escape over debris drum. Trap shut down to repair broken connections between walkway pontoons and trap.
LOS,2019,2019-05-14,,Tuesday,20,19,12:00,,626,STR,NR,STR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Walkway connections were replaced and the trap was moved ~2m river left
LOS,2019,2019-05-15,OGR-2019-135-LT1,Wednesday,20,20,09:00,5,742,INT/STP,INT,STP,12374,,,3,0,130,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,2,2,0,0,0,0,0,0,0,1,0,1,Rising river levels bringing a lot of heavy debris down. Trap shut down until river peaks.
LOS,2019,2019-05-17,,Friday,20,20,10:50,,801,STR,NR,STR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2019,2019-05-18,OGR-2019-138-LT1,Saturday,20,20,09:20,5,611,INT/STR,INT,,13390,,00'18.42,1,0,76,0,0,1,,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,1,0,2,0,0,0,0,1,1,2,0,0,0,Log stuck in cone.
LOS,2019,2019-05-19,OGR-2019-139-LT1,Sunday,20,20,09:30,5,505,CON,CON,,13228,,00'20.10,2,0,81,1,0,0,,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,1,2,0,3,0,0,0,0,1,2,3,0,0,0,
LOS,2019,2019-05-20,No File,Monday,20,20,09:25,5.5,501,CON,CON,,12248,,00'20.70,3,0,72,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,0,0,0,0,3,3,0,0,0,
LOS,2019,2019-05-21,OGR-2019-141-LT1,Tuesday,21,20,10:30,5,497,CON,CON,,12339,,00'20.29,1,0,37,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,5,1,3,0,0,0,0,2,5,7,0,0,0,
LOS,2019,2019-05-22,OGR-2019-142-LT1,Wednesday,21,21,10:05,6,464,CON,CON,,11791,,00'21.60,0,0,36,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,3,0,0,0,0,3,1,4,0,1,1,
LOS,2019,2019-05-23,OGR-2019-143-LT1,Thursday,21,21,10:00,6,409,CON,CON,,11455,,00'23.06,1,0,37,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
LOS,2019,2019-05-24,No File,Friday,21,21,10:15,5.5,397,CON/STP,CON,STP,11108,,,0,0,77,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,Trap stopped for holiday weekend.
LOS,2019,2019-05-27,,Monday,21,21,11:10,,476,STR,NR,STR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOS,2019,2019-05-28,,Tuesday,22,21,14:30,,626,INT/STP,INT,STP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Large tree and multiple large branches caused trap to sink and walkway to break off from trap. Unable to safely rescue trap and may need to wait till river drops.
LOS,2019,2019-05-29,,Wednesday,22,22,,,,,NR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trap broke off and swung down river. Trapping ended for the season.
